,lat_clus1,lon_clus1
0,1.159159921836589,51.6762667221219
1,1.2948489818572453,51.68061359018484
2,1.4057788074796966,51.683111101076285
3,1.5007404494623235,51.684310845895226
4,1.5877597413792894,51.68347466717828
5,1.666757477784683,51.68080232507008
6,1.734411104630672,51.67854870067331
7,1.8086146920755894,51.67308320650343
8,1.8823405231007717,51.66481764687717
9,1.9538757597084735,51.65540937194416
10,2.028174952899792,51.64384376909779
11,2.1057320133357305,51.62976013339432
12,2.187180240174961,51.61334993278781
13,2.2727397003758574,51.595258505675346
14,2.3575027963490633,51.57620647878154
15,2.4495075853959167,51.55426928506958
16,2.553406373406317,51.528419316307854
17,2.6495830702909493,51.503736316539396
18,2.7576738012238744,51.4748734654035
19,2.871896494317938,51.443049788916476
20,2.989075166491536,51.408933614247346
21,3.1064744053856566,51.37389873156083
22,3.217586115084573,51.33998561396533
23,3.3319493764147996,51.304974914253734
24,3.4524157358027883,51.267071601241135
25,3.5764780867801766,51.22720298554577
26,3.6986838976408603,51.188740168282905
27,3.8299166018562807,51.14655946544308
28,3.9628132080325194,51.10266897007814
29,4.099296720446632,51.05754511584096
30,4.233076804705961,51.01344051695996
31,4.373894213910675,50.96676334851997
32,4.5184937406239545,50.91784199471727
33,4.660159046843765,50.86915361580332
34,4.796061403227254,50.82266658016279
35,4.942434083257885,50.77182421168201
36,5.091532230937821,50.720683479361824
37,5.243770565009458,50.667223184807135
38,5.38108614210354,50.619619424129745
39,5.526020235406216,50.56988024783945
40,5.667814130342614,50.52149686966079
41,5.812554177639016,50.47218031501195
42,5.953250165780557,50.42524299053412
43,6.103805683399956,50.37567205495187
44,6.2564730588389175,50.32654416261508
45,6.411550487214961,50.27767824982043
46,6.571963164454922,50.22907238703451
47,6.728600871705793,50.182250313747424
48,6.897312489992081,50.132654242678825
49,7.077262556552001,50.08185343032008
