2.521999999999999797e-01,-1.480000000000000066e-02,2.516999999999999793e-01,3.262999999999999790e-01
2.456000000000000127e-01,8.140000000000000013e-02,2.469000000000000083e-01,2.157000000000000028e-01
2.459999999999999964e-01,8.269999999999999574e-02,1.416999999999999926e-01,2.154999999999999971e-01
2.467000000000000026e-01,8.379999999999999949e-02,2.479000000000000092e-01,3.315000000000000169e-01
2.472000000000000031e-01,8.469999999999999751e-02,2.485999999999999877e-01,3.326000000000000068e-01
2.475999999999999868e-01,8.559999999999999554e-02,2.489999999999999991e-01,3.333999999999999742e-01
2.479999999999999982e-01,8.640000000000000457e-02,2.494999999999999996e-01,3.342999999999999861e-01
2.482999999999999929e-01,8.699999999999999400e-02,2.497999999999999943e-01,3.348999999999999755e-01
2.485999999999999877e-01,8.770000000000000018e-02,2.500999999999999890e-01,3.356000000000000094e-01
2.484000000000000097e-01,8.809999999999999776e-02,2.504000000000000115e-01,3.361000000000000099e-01
2.482000000000000040e-01,8.859999999999999820e-02,2.506999999999999784e-01,3.366999999999999993e-01
2.479000000000000092e-01,8.909999999999999865e-02,2.510000000000000009e-01,3.371000000000000107e-01
2.475999999999999868e-01,8.949999999999999623e-02,1.350999999999999979e-01,3.373999999999999777e-01
2.474000000000000088e-01,8.989999999999999380e-02,2.514000000000000123e-01,3.378999999999999782e-01
2.472999999999999921e-01,9.020000000000000240e-02,2.515999999999999903e-01,3.382000000000000006e-01
2.474000000000000088e-01,9.049999999999999711e-02,2.518000000000000238e-01,3.383999999999999786e-01
2.474000000000000088e-01,-2.330000000000000127e-02,2.520000000000000018e-01,3.387000000000000011e-01
2.474000000000000088e-01,9.099999999999999756e-02,2.520999999999999908e-01,3.391000000000000125e-01
2.474000000000000088e-01,9.130000000000000615e-02,2.523000000000000242e-01,3.392999999999999905e-01
2.474999999999999978e-01,9.160000000000000087e-02,2.525000000000000022e-01,3.395000000000000240e-01
2.475999999999999868e-01,9.170000000000000373e-02,2.526999999999999802e-01,3.397000000000000020e-01
2.477000000000000035e-01,9.189999999999999558e-02,2.528000000000000247e-01,3.398999999999999799e-01
2.477999999999999925e-01,9.220000000000000417e-02,2.529000000000000137e-01,3.402000000000000024e-01
2.477999999999999925e-01,9.229999999999999316e-02,2.530000000000000027e-01,3.403999999999999804e-01
2.474999999999999978e-01,9.249999999999999889e-02,2.530000000000000027e-01,3.405000000000000249e-01
2.475999999999999868e-01,9.270000000000000462e-02,2.530999999999999917e-01,3.406000000000000139e-01
2.477999999999999925e-01,-2.239999999999999977e-02,2.533000000000000251e-01,3.407000000000000028e-01
2.479000000000000092e-01,9.299999999999999933e-02,2.534000000000000141e-01,3.408999999999999808e-01
2.480999999999999872e-01,9.310000000000000220e-02,2.535000000000000031e-01,3.411000000000000143e-01
2.482000000000000040e-01,9.329999999999999405e-02,2.535000000000000031e-01,3.412000000000000033e-01
2.482999999999999929e-01,9.349999999999999978e-02,2.535000000000000031e-01,3.413999999999999813e-01
2.484999999999999987e-01,9.360000000000000264e-02,2.535000000000000031e-01,3.415000000000000258e-01
2.485999999999999877e-01,9.370000000000000551e-02,2.535999999999999921e-01,3.415000000000000258e-01
2.487000000000000044e-01,9.379999999999999449e-02,2.536999999999999811e-01,3.416000000000000147e-01
2.487999999999999934e-01,9.389999999999999736e-02,2.536999999999999811e-01,3.417000000000000037e-01
2.489999999999999991e-01,9.400000000000000022e-02,2.536999999999999811e-01,3.417999999999999927e-01
2.490999999999999881e-01,9.420000000000000595e-02,2.536999999999999811e-01,3.420000000000000262e-01
2.492000000000000048e-01,9.420000000000000595e-02,1.381999999999999895e-01,3.421000000000000152e-01
2.492999999999999938e-01,9.429999999999999494e-02,2.538000000000000256e-01,3.422000000000000042e-01
2.494000000000000106e-01,9.429999999999999494e-02,2.538000000000000256e-01,3.422999999999999932e-01
2.494999999999999996e-01,9.439999999999999780e-02,2.538000000000000256e-01,3.422999999999999932e-01
2.495999999999999885e-01,9.450000000000000067e-02,2.539000000000000146e-01,2.228999999999999870e-01
2.497000000000000053e-01,9.470000000000000639e-02,1.386999999999999900e-01,3.423999999999999821e-01
2.497999999999999943e-01,9.479999999999999538e-02,2.539000000000000146e-01,3.425000000000000266e-01
2.499000000000000110e-01,9.479999999999999538e-02,2.539000000000000146e-01,3.426000000000000156e-01
2.500000000000000000e-01,9.489999999999999825e-02,2.539000000000000146e-01,3.427000000000000046e-01
2.500999999999999890e-01,9.489999999999999825e-02,2.540000000000000036e-01,3.427999999999999936e-01
2.500999999999999890e-01,9.500000000000000111e-02,2.540000000000000036e-01,3.428999999999999826e-01
2.501999999999999780e-01,9.500000000000000111e-02,2.540999999999999925e-01,3.428999999999999826e-01
2.503000000000000225e-01,9.510000000000000397e-02,2.540999999999999925e-01,3.430000000000000271e-01
